drug_name,conc,ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
quinidine,6474,47320,0.5916,NA,NA,NA,NA,15490,1.206,10180,1.222,NA,NA,512.2,1.163
quinidine,6474,59970,0.5522,NA,NA,NA,NA,10810,1.679,10490,1.213,NA,NA,334.8,1.294
quinidine,6474,44630,0.6061,NA,NA,NA,NA,13290,1.406,9146,1.477,NA,NA,436.9,1.04
quinidine,6474,44870,0.6137,NA,NA,NA,NA,10900,1.645,8830,1.43,NA,NA,326.7,1.286
quinidine,6474,65720,0.534,NA,NA,NA,NA,10550,1.729,8781,1.42,NA,NA,378.7,1.253
quinidine,6474,58020,0.5556,NA,NA,NA,NA,9351,2.098,9046,1.337,NA,NA,364.2,1.326
quinidine,6474,70500,0.528,NA,NA,NA,NA,15230,1.346,8070,1.705,NA,NA,345.7,0.8572
quinidine,6474,71730,0.5313,NA,NA,NA,NA,12050,1.417,9155,1.567,NA,NA,335.3,0.9431
quinidine,6474,43960,0.5998,NA,NA,NA,NA,12490,1.435,9156,1.397,NA,NA,357.5,1.093
quinidine,6474,48630,0.6034,NA,NA,NA,NA,10210,1.669,9811,1.31,NA,NA,253.2,0.8861
quinidine,6474,65330,0.5639,NA,NA,NA,NA,12470,1.436,8971,1.31,NA,NA,284,0.7647
quinidine,6474,31350,0.7029,NA,NA,NA,NA,9060,2.243,9264,1.339,NA,NA,320.2,0.8206
quinidine,6474,39720,0.6304,NA,NA,NA,NA,26280,0.9131,9733,1.262,NA,NA,339.3,1.018
quinidine,6474,81410,0.5047,NA,NA,NA,NA,13650,1.322,13550,1.022,NA,NA,339.1,0.904
quinidine,6474,88080,0.5123,NA,NA,NA,NA,11040,1.603,17140,0.8552,NA,NA,310,0.9034
quinidine,6474,62550,0.498,NA,NA,NA,NA,9787,1.798,9752,1.301,NA,NA,352.2,1.083
quinidine,6474,52720,0.581,NA,NA,NA,NA,10600,1.863,8556,1.373,NA,NA,262.5,0.6266
quinidine,6474,63210,0.5623,NA,NA,NA,NA,11770,1.544,9766,1.339,NA,NA,406.6,0.9436
quinidine,6474,45910,0.6249,NA,NA,NA,NA,19040,1.093,9994,1.365,NA,NA,275.4,0.7629
quinidine,6474,53530,0.5839,NA,NA,NA,NA,11890,1.571,9841,1.261,NA,NA,210.4,0.784
quinidine,6474,36250,0.66,NA,NA,NA,NA,15970,1.144,9774,1.173,NA,NA,275.2,0.8326
quinidine,6474,51140,0.6164,NA,NA,NA,NA,13770,1.508,9206,1.361,NA,NA,439.9,1.401
quinidine,6474,42150,0.5943,NA,NA,NA,NA,11210,1.894,9924,1.225,NA,NA,349.3,0.934
quinidine,6474,83520,0.5058,NA,NA,NA,NA,12060,1.512,9445,1.417,NA,NA,358.8,0.7735
quinidine,6474,38180,0.6896,NA,NA,NA,NA,11670,1.554,8479,1.441,NA,NA,340.7,0.8449
quinidine,6474,62670,0.5657,NA,NA,NA,NA,10710,2.049,10370,1.141,NA,NA,324.8,1.013
quinidine,6474,59990,0.5553,NA,NA,NA,NA,14840,1.203,10990,1.058,NA,NA,269.9,0.833
quinidine,6474,41000,0.6307,NA,NA,NA,NA,11970,1.631,10220,1.239,NA,NA,311.5,0.8019
quinidine,6474,31120,0.7192,NA,NA,NA,NA,9610,1.941,9186,1.338,NA,NA,284,0.8124
quinidine,6474,37860,0.6825,NA,NA,NA,NA,13850,1.38,9747,1.311,NA,NA,331.4,0.838
quinidine,6474,67880,0.5377,NA,NA,NA,NA,16260,1.18,9824,1.368,NA,NA,418.2,1.17
quinidine,6474,32990,0.7227,NA,NA,NA,NA,17280,1.161,9207,1.575,NA,NA,310.4,0.8763
quinidine,6474,30760,0.7282,NA,NA,NA,NA,13550,1.4,10070,1.227,NA,NA,263.7,0.9064
quinidine,6474,33620,0.712,NA,NA,NA,NA,18700,1.109,7661,1.912,NA,NA,175.6,0.7065
quinidine,6474,44160,0.6403,NA,NA,NA,NA,12260,1.396,11350,1.133,NA,NA,376.8,1.264
quinidine,6474,22760,0.8306,NA,NA,NA,NA,11960,1.419,9800,1.152,NA,NA,301,1.059
quinidine,6474,51500,0.5905,NA,NA,NA,NA,15320,1.065,11210,1.18,NA,NA,261.7,0.8445
quinidine,6474,110100,0.4963,NA,NA,NA,NA,9530,1.979,8327,1.524,NA,NA,335.7,1.022
quinidine,6474,32480,0.7149,NA,NA,NA,NA,20700,1.075,10930,1.126,NA,NA,356,1.319
quinidine,6474,50630,0.6068,NA,NA,NA,NA,13680,1.538,10280,1.216,NA,NA,273,1.06
quinidine,6474,63660,0.5727,NA,NA,NA,NA,12800,1.614,9941,1.227,NA,NA,298.4,0.864
quinidine,6474,91600,0.5088,NA,NA,NA,NA,16680,1.133,9115,1.408,NA,NA,336.9,0.9003
